id_inscription,id_etudiant,id_classe,date_inscription,statut,type_inscription,bourse,reduction
05b86db6-83e2-4a56-b589-c6b99d87a250,f54e7e04-ddfe-439a-90b9-362f916b3e6d,dd98f8e2-14a4-4515-adbc-4f5237db22cd,2025-12-19,INSCRIT,,False,-20.0
06e7ea2f-5283-4dba-b3ab-9befa2f219f1,83e06dd3-00b8-43fc-a59a-961c37815cb6,dd98f8e2-14a4-4515-adbc-4f5237db22cd,2026-05-12,UNKNOWN,Reinscription ,True,25.0
c1f9d71f-7d79-451d-8d28-4c358631ec97,adfb5832-d8bb-4107-ab92-f342fa119f47,a2434dc1-0b4e-4d31-8077-9cc933fa426e,2026-05-22,INSCRIT,Reinscription ,,10.0
591dd8db-b8a6-4e0c-9a0c-bc1aa2a117d0,35166db6-b41a-411b-a1f9-2b4f61e46429,a27d917d-8158-44ec-971f-88022da8bcfa,2025-04-30,EN ATTENTE,,False,10.0
64bf7532-62f3-4fe8-a01b-b9a563ba3258,f6efcdbe-27bd-4a2e-ab47-df30d0511c03,2273a1a4-dd6a-43f8-97de-67db2649ba4c,2025-05-08,ANNULE,NOUVELLE,,0.0
63e0ccfe-c5c5-46e7-8a71-2421edbac823,1187b30b-8330-48a1-ac44-112896a08579,a2434dc1-0b4e-4d31-8077-9cc933fa426e,2026-04-28,UNKNOWN,,,-20.0
757ae758-b9e2-4155-b2fa-13cf183f7d19,c5499b24-5a10-4c7f-9245-461a822e3ab1,a27d917d-8158-44ec-971f-88022da8bcfa,2024-12-21,ANNULE,NOUVELLE,,150.0
75b71c3d-2368-4325-b874-a4a380cbc31b,beaa547c-7e83-4037-87dc-ef25579d9048,2273a1a4-dd6a-43f8-97de-67db2649ba4c,2025-05-22,UNKNOWN,Nouvelle,,150.0
77e2b027-f550-4853-8b0f-d571fddf2850,4b780d10-ecb8-4667-a8db-20be31a06f33,960ab021-835c-40b9-8e16-21e923dbada9,2025-11-11,EN ATTENTE,Nouvelle,,150.0
b137bf1c-bf99-4c26-9d47-53b596b527eb,cdcd63a7-dcdc-4f83-952d-b65929be449b,dd98f8e2-14a4-4515-adbc-4f5237db22cd,2025-02-19,ANNULE,,,0.0
4b850db8-785b-4e7b-98c6-b701eaf7bcf1,945b2c55-dc2c-48ec-adca-ddb4da664bfb,ac40aeeb-e2de-4e1f-bb76-1fa0a450baf3,2025-08-04,INSCRIT,NOUVELLE,True,10.0
856d971b-db67-4570-b88b-1dde67cf0429,a38ffd6e-0052-42ae-b530-58bedef6a689,60049a33-a189-4d79-b630-3a1ab9ba06ea,2025-06-10,INSCRIT,Reinscription ,,10.0
7d2fd209-be5d-4eba-80a5-ce9ad1697ca8,a5adaf96-178c-4e79-83d4-27f9b33b3b4f,60049a33-a189-4d79-b630-3a1ab9ba06ea,2025-10-02,EN ATTENTE,Reinscription ,False,10.0
4199d362-fb02-4c7f-bffe-6e555f0c73d4,deb2ec02-9f8f-4d51-9d4f-fa02dbb7bee0,60049a33-a189-4d79-b630-3a1ab9ba06ea,2025-06-11,ANNULE,Reinscription ,True,10.0
e4dd8a04-3d32-4c52-af8d-6d098e78fc87,77946157-2174-43d7-9a1d-4712a114dd33,dd98f8e2-14a4-4515-adbc-4f5237db22cd,2026-01-16,EN ATTENTE,Reinscription,True,150.0
124ee5f7-5c45-4fbe-b0da-77e5bc92872c,730664a7-5310-4b87-9bc7-102aca0e92e8,60049a33-a189-4d79-b630-3a1ab9ba06ea,2026-04-09,ANNULE,Nouvelle,,10.0
25d3df3e-131d-4956-bd17-24aadb0ba3a4,607ac067-451a-466e-b5ee-558c4e50d3f2,b4993e40-250f-4208-9f0f-6873b0b403ac,2025-01-01,UNKNOWN,Nouvelle,True,10.0
8c39da5c-ef4e-4154-9294-bdc80870e268,d3e9ff75-4ab0-4b89-83de-cd07a532bdfb,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2024-08-21,INSCRIT,,False,150.0
16d115bb-5234-496d-a0f6-1a81b4a440dd,d4b4b42f-e879-49f8-9a5c-3b87b371506b,b4993e40-250f-4208-9f0f-6873b0b403ac,2025-01-17,EN ATTENTE,,,10.0
81fbec0f-b11f-478b-9dfd-a5587f90c4ab,2bdd1442-e447-41c5-84fa-5fa21cea5bc0,2273a1a4-dd6a-43f8-97de-67db2649ba4c,2026-03-22,INSCRIT,NOUVELLE,,0.0
0bf6c889-ba06-41ab-81d2-930f7153e8b6,1b400f46-64d8-42db-918a-6710d29a7c2f,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2027-09-22,INSCRIT,Reinscription,False,-20.0
643d3159-3eba-448e-8325-3722815b1cf8,b3d7b52e-9f95-456f-98cf-e80410dbc0f9,ac40aeeb-e2de-4e1f-bb76-1fa0a450baf3,2025-05-27,EN ATTENTE,,False,10.0
6bae50b5-cacb-4307-b30f-790f57410b03,a0088f3e-54bf-496f-a892-82e220d97364,a27d917d-8158-44ec-971f-88022da8bcfa,2024-10-07,UNKNOWN,NOUVELLE,True,0.0
b89c8361-c5d0-4937-a019-676f06bcc2f3,2a8730bc-ed0f-4efb-9389-9adc7939096e,b4993e40-250f-4208-9f0f-6873b0b403ac,2027-06-06,EN ATTENTE,Nouvelle,,-20.0
6b8b5dc0-5ab0-48eb-9132-828e0eb5a227,6ff99e37-b7af-4508-856d-89585b18a64e,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2025-12-16,EN ATTENTE,Reinscription,False,150.0
6437088a-2f0e-4224-affb-50effb004474,a71b531a-19a3-4e65-85b6-2cb1282aba89,dd98f8e2-14a4-4515-adbc-4f5237db22cd,2026-01-14,EN ATTENTE,,True,10.0
43bd1e00-aa06-47bf-bd24-3e3c3a627381,7ba77453-a58c-4ca3-933a-225d91795931,2273a1a4-dd6a-43f8-97de-67db2649ba4c,2026-05-01,INSCRIT,Reinscription ,True,0.0
b02ca494-d0a1-420b-bf9a-5ef9bd337916,56148ef4-c1a8-4e33-ac4d-f7c3df4b48be,60049a33-a189-4d79-b630-3a1ab9ba06ea,2025-04-14,ANNULE,,,10.0
b4324032-6f66-467c-8470-d32d988b46d8,e6097a40-9039-42a4-918b-e1cef4bb8bc7,ac40aeeb-e2de-4e1f-bb76-1fa0a450baf3,2025-05-01,INSCRIT,,,-20.0
f76a41f0-c2db-407c-9bc2-433d97207f3b,16147dd2-7c90-4674-9684-b68b47988bd8,a2434dc1-0b4e-4d31-8077-9cc933fa426e,2026-06-06,UNKNOWN,Nouvelle,False,25.0
b34c8c3e-435a-48ce-a038-3f75ce7a6ed5,4e7f1132-399f-4b83-ab13-f3143e4907ac,960ab021-835c-40b9-8e16-21e923dbada9,2025-09-11,ANNULE,Nouvelle,True,-20.0
2dbfc26d-fbd1-4abf-949a-7d2628882c9c,85bb387b-13a4-44df-951f-6869af04097e,ac40aeeb-e2de-4e1f-bb76-1fa0a450baf3,2026-04-18,UNKNOWN,Nouvelle,True,10.0
7b1f00d5-37f0-44cb-8a21-1f69913abc41,8070e7f1-f64b-4035-8c36-eb49fc126e1d,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2026-06-03,EN ATTENTE,Reinscription ,True,0.0
f10ccc5b-d6a3-4740-b46c-76cfef45f597,ce7a0ade-bcf1-453e-b56a-620563ae96f6,b4993e40-250f-4208-9f0f-6873b0b403ac,2025-05-08,EN ATTENTE,,True,25.0
038c0b99-b4b5-4986-b8a8-4ad77a4f6f4e,5440ad63-72f2-4d9a-b3cf-8e0adb01321e,60049a33-a189-4d79-b630-3a1ab9ba06ea,2024-09-16,EN ATTENTE,Nouvelle,,25.0
f75b3fd0-6ca0-40a6-b58a-a049144ca5a7,13d072c5-deac-4819-b224-161205106eec,960ab021-835c-40b9-8e16-21e923dbada9,2026-04-21,INSCRIT,Nouvelle,True,-20.0
729d847b-ab4b-4c2b-b28a-6a572058bae9,cab55816-99f2-4601-8da4-5f77e2de085b,ac40aeeb-e2de-4e1f-bb76-1fa0a450baf3,2026-12-16,ANNULE,Reinscription ,True,150.0
3a6095f2-a54e-4f66-9381-c2cc95bb9d27,a2cbf090-3ef4-45e1-a61f-6067f5cca01f,60049a33-a189-4d79-b630-3a1ab9ba06ea,2024-09-11,ANNULE,Reinscription,,25.0
ae70a224-58d1-4360-a9c8-84c4e8c7989b,7f537bd5-280f-4c6d-a034-e3e769423920,ac40aeeb-e2de-4e1f-bb76-1fa0a450baf3,2024-12-19,UNKNOWN,,False,10.0
eb4fbc69-6c1f-4d8a-8d07-eda02572c42e,5dd5a403-8b6c-4e4d-9a30-c66e55dfc09c,960ab021-835c-40b9-8e16-21e923dbada9,2025-10-26,ANNULE,Reinscription ,True,-20.0
a12a2c5c-02c3-4b96-99c9-0f39f082d84c,64df3f9e-5789-4aa0-9fd9-c1d82b4f6da9,a27d917d-8158-44ec-971f-88022da8bcfa,2026-06-17,ANNULE,NOUVELLE,True,25.0
10c38a50-43e0-4414-8a04-233fdda91b34,d3db8138-acc4-4c5e-9d55-d5dd382582a9,ac40aeeb-e2de-4e1f-bb76-1fa0a450baf3,2026-06-24,INSCRIT,Reinscription ,,10.0
1e283278-3e00-470c-a74d-17292d2a999f,a4b90b43-fb91-4733-b3c2-3f6164da3f41,b4993e40-250f-4208-9f0f-6873b0b403ac,2024-08-25,INSCRIT,Reinscription,True,25.0
2dacdf8b-4768-481c-a7bb-5121ad2d557f,faa491fa-c806-4a5a-8ff4-59eb3704fe5b,ac634fc0-70f5-4dee-a5fa-52c348fba81c,2026-02-08,EN ATTENTE,NOUVELLE,True,-20.0
f1c0bf20-310a-4556-9b50-eb6384765788,ef4845cb-f613-4565-b05f-7cc93b91f31f,60049a33-a189-4d79-b630-3a1ab9ba06ea,2025-07-10,UNKNOWN,Nouvelle,,10.0
c84bd40e-2e13-4bfb-85f7-d0e84a39c610,e6080705-ee86-4724-8409-6c54b7c7f8d3,a2434dc1-0b4e-4d31-8077-9cc933fa426e,2026-01-20,INSCRIT,,True,150.0
293e8d79-ce8e-4d70-ac34-f0f9c600941d,9363909b-293a-409d-9357-004ed22c488a,ac634fc0-70f5-4dee-a5fa-52c348fba81c,2024-10-07,INSCRIT,,False,10.0
7f371b2d-fce3-485e-83e2-ab048a420a43,8c0c95fe-ff0e-4869-bc78-9f6404067067,960ab021-835c-40b9-8e16-21e923dbada9,2026-02-20,INSCRIT,NOUVELLE,True,-20.0
ed3fdfbe-50d5-4229-ab69-6fb7321c3507,a5d655f8-c32b-4a2f-ad25-e8b2ef40b833,a27d917d-8158-44ec-971f-88022da8bcfa,2026-03-08,INSCRIT,Reinscription ,True,-20.0
342224d3-2b38-4088-8262-9749459de840,eabfb2ae-6f6a-42b7-90e0-a4254ce6550e,a27d917d-8158-44ec-971f-88022da8bcfa,2026-05-03,EN ATTENTE,,False,25.0
517197dc-0913-44b7-8faf-bfc3c6c8d9e6,8d3afce6-2039-4177-87bc-9d46a2a77a80,ac40aeeb-e2de-4e1f-bb76-1fa0a450baf3,2025-02-06,UNKNOWN,,True,-20.0
57dd4ae2-0c59-4ac0-ab89-be4b2772b059,839bfaae-4d9b-44bf-b96e-17010ceba584,ac40aeeb-e2de-4e1f-bb76-1fa0a450baf3,2026-07-11,ANNULE,Reinscription,True,10.0
c7602385-b1f4-4c71-b567-45653556d394,f3f3fecb-6c19-423e-87cf-39b2ce03bd6c,ac634fc0-70f5-4dee-a5fa-52c348fba81c,2026-04-07,INSCRIT,Reinscription,False,150.0
142a5530-b748-46e6-9330-aa8cc4bcfb0a,949f240c-d3ae-4b06-a9f8-bd14bb736e66,a2434dc1-0b4e-4d31-8077-9cc933fa426e,2025-09-12,UNKNOWN,,False,0.0
1a142e3c-375f-4771-a212-fd0a2e7d7053,4d173744-3142-470c-bbb8-a47c5d2765e3,60049a33-a189-4d79-b630-3a1ab9ba06ea,2025-06-18,UNKNOWN,Reinscription ,True,150.0
a37e7d42-6ae4-4435-883c-ab652ad611f2,62ef7fbd-ccda-4172-ac1b-fd4662ddb289,ac40aeeb-e2de-4e1f-bb76-1fa0a450baf3,2025-05-10,UNKNOWN,NOUVELLE,False,-20.0
106dd576-344b-49a1-98ec-7127d85bf469,36b25cc5-c33e-493c-afdb-cec55838fe77,2273a1a4-dd6a-43f8-97de-67db2649ba4c,2025-07-14,INSCRIT,NOUVELLE,False,150.0
00826ae6-b375-4297-aced-25a36f059af5,5de24873-fa3b-4bbc-b56c-c4c3084d199c,b4993e40-250f-4208-9f0f-6873b0b403ac,2025-09-24,UNKNOWN,Nouvelle,,25.0
26c1471a-7259-4c43-8a38-1b1560361e3b,fbd80f37-fe95-4fce-8188-e52747d2535d,a27d917d-8158-44ec-971f-88022da8bcfa,2025-10-21,ANNULE,Reinscription,,150.0
dde24d9a-48e1-4c52-b4c0-81d3917f07b8,227689c0-a639-42be-99ff-8f1213d4fb15,960ab021-835c-40b9-8e16-21e923dbada9,2025-10-06,ANNULE,NOUVELLE,False,-20.0
1666312c-f379-47c8-bca0-fb93b71be8b8,7cad090e-4b2c-42a6-9cad-c8a6453c8521,a2434dc1-0b4e-4d31-8077-9cc933fa426e,2025-10-12,UNKNOWN,NOUVELLE,True,10.0
727f3c76-433a-411b-9cd5-85d7d640959a,0b4b6fea-0fc8-4634-b088-de6842569448,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2024-12-21,INSCRIT,Reinscription,False,0.0
ec494d62-02df-4045-b45d-a70522467cfe,3bb70c5a-c2a6-418a-ad3b-94946c222dca,ac40aeeb-e2de-4e1f-bb76-1fa0a450baf3,2026-02-21,EN ATTENTE,NOUVELLE,,10.0
ca599308-8cc6-4c6f-a7c5-0302c76af273,578435da-aa47-4df2-8886-f63d618d3ffb,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2025-09-09,INSCRIT,,,150.0
8ef6a5d2-0abc-4a00-a9ae-0311dd2bdd0c,52d09833-eb20-41ad-bd8a-25985caf1015,2273a1a4-dd6a-43f8-97de-67db2649ba4c,2026-01-26,UNKNOWN,,False,10.0
d25a54e6-7084-41c9-bbc2-cbb79503d6f5,400c42c9-58c4-4e56-a9c4-4724e0c385bf,ac634fc0-70f5-4dee-a5fa-52c348fba81c,2026-06-10,INSCRIT,Reinscription,True,10.0
e8bb1fbe-e3d6-4c4e-9e9c-511419e9d733,8526cc49-d728-494f-9301-30228e60dd11,a2434dc1-0b4e-4d31-8077-9cc933fa426e,2024-12-17,INSCRIT,Nouvelle,True,0.0
7c0341d8-1f72-41b7-a1e1-aec434694a90,7a7af59b-7f70-44ed-8cf4-e77378be09f0,a2434dc1-0b4e-4d31-8077-9cc933fa426e,2025-11-30,EN ATTENTE,Nouvelle,False,10.0
3b10b2c2-0553-4fb7-bd69-1ee138bd915b,39f30a82-5eeb-4ff5-9396-b075634a1d1b,ac634fc0-70f5-4dee-a5fa-52c348fba81c,2025-11-15,UNKNOWN,Nouvelle,True,150.0
2eb4b4fc-8138-4b17-bb89-49340d300f2d,7db22020-be69-4d27-87a3-a6990fbe72b4,60049a33-a189-4d79-b630-3a1ab9ba06ea,2026-04-28,UNKNOWN,NOUVELLE,True,150.0
5d37f8ce-7d0d-4071-83b2-210e44a38cde,2ea78ee7-5c8c-444b-accc-ed8934d48b36,ac40aeeb-e2de-4e1f-bb76-1fa0a450baf3,2024-12-22,INSCRIT,Nouvelle,,25.0
82bc6eb7-b391-42c6-b1cd-f4c78e9aa747,c61624b8-ed52-41a4-8248-5c8ff8c4e54a,dd98f8e2-14a4-4515-adbc-4f5237db22cd,2027-07-25,UNKNOWN,Reinscription,False,10.0
401d3020-e453-4431-889e-f847060a3d39,1f9daaeb-f47e-4c12-bd2e-5fc950668479,ac40aeeb-e2de-4e1f-bb76-1fa0a450baf3,2024-08-26,INSCRIT,Nouvelle,,150.0
9e9b65cf-328f-4831-b6d5-acbdb920672a,f59c1639-1fec-478a-ab87-ee66e1c14c8d,b4993e40-250f-4208-9f0f-6873b0b403ac,2025-01-23,INSCRIT,Reinscription ,,0.0
c51adccf-05de-4dfd-a9a2-bc6cbd389354,bd067f89-4cd2-4d7e-906e-ed93fb0b6dcb,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2026-05-09,INSCRIT,Nouvelle,,150.0
4d6bffdf-8c3f-4dcc-bd30-c083430fabf3,90225b9c-6a42-44b7-b8c4-6f47888e0728,dd98f8e2-14a4-4515-adbc-4f5237db22cd,2025-08-12,EN ATTENTE,,True,0.0
18e1f7b9-fc1e-4c72-bd62-f92487178e4b,3fd7502d-d490-4453-9451-b6dae5f818a7,60049a33-a189-4d79-b630-3a1ab9ba06ea,2026-03-18,INSCRIT,Reinscription,,10.0
59dcffc0-1b8c-491c-ba70-2b36bce8efe6,a4e3e057-202e-4fcf-9429-f08ec0cd200d,a27d917d-8158-44ec-971f-88022da8bcfa,2026-07-26,INSCRIT,NOUVELLE,True,10.0
09ff94c1-e128-4908-a7cb-2da539f4f60a,83cff434-f73b-4a47-8cd0-3dd9763f13a2,a2434dc1-0b4e-4d31-8077-9cc933fa426e,2026-05-03,EN ATTENTE,Reinscription,False,0.0
df489be9-b3be-4063-97d7-4baab7815264,12248347-b510-470e-a505-a1f4bcf0a914,ac634fc0-70f5-4dee-a5fa-52c348fba81c,2025-07-09,INSCRIT,,False,-20.0
89587390-1591-4947-bb9d-6b063e8c87cb,5eb9a58e-b033-48e1-9ee1-439bd6cbee39,b4993e40-250f-4208-9f0f-6873b0b403ac,2025-06-08,EN ATTENTE,NOUVELLE,False,0.0
df07db52-6d79-408c-b6ce-3e409fc060fa,232fea97-341e-4cb8-a251-3c9b0b472f66,960ab021-835c-40b9-8e16-21e923dbada9,2026-06-25,ANNULE,Reinscription,True,0.0
3c4927d0-a052-45b4-8c64-994adf462587,97f8f14a-d1d1-4564-b334-fbabc18bd71d,960ab021-835c-40b9-8e16-21e923dbada9,2027-02-21,INSCRIT,,,25.0
482b74c7-d70f-4636-90f6-16cf62df1093,3d554256-2659-40df-9df3-c688fd47a9dd,ac40aeeb-e2de-4e1f-bb76-1fa0a450baf3,2024-09-28,UNKNOWN,Reinscription,,-20.0
e0d9be1b-3978-4edd-a6f9-e461cb8e34d5,cac36ac5-fb79-4990-bf99-35173b74f83a,b4993e40-250f-4208-9f0f-6873b0b403ac,2024-08-07,EN ATTENTE,Reinscription ,True,0.0
1f52b23e-d129-4789-92dc-89b0571697e9,f8e0a06d-a6bb-4e06-8a08-bfa766b478b5,dd98f8e2-14a4-4515-adbc-4f5237db22cd,2026-01-06,UNKNOWN,Nouvelle,,0.0
f44eb096-e75b-4ced-b53c-5852934c8fc9,bbebfa6d-3f3d-44f4-b021-3d79ac87e133,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2025-09-30,EN ATTENTE,Reinscription ,,10.0
ebc3dc08-2398-40ef-b2c8-087ddb58a678,2b393ef0-6d1f-46da-9277-d018a8c9c8a0,960ab021-835c-40b9-8e16-21e923dbada9,2025-03-27,INSCRIT,NOUVELLE,True,-20.0
951b51e7-caab-4bfd-a3c1-5f45a9751ad7,e8d3c952-d840-48bc-ad40-4c3240a5dd0a,dd98f8e2-14a4-4515-adbc-4f5237db22cd,2024-10-27,UNKNOWN,NOUVELLE,False,10.0
02876f2a-5b84-41d4-8868-59772c2e33b2,51ef1acc-6795-4987-8e89-2698dac6b98b,ac634fc0-70f5-4dee-a5fa-52c348fba81c,2024-12-28,EN ATTENTE,Reinscription ,False,-20.0
2ea2642f-a4ae-45d4-8f7e-045fe1dab90c,c59ac438-1eb4-47a3-b3a3-23e7865e017a,ac634fc0-70f5-4dee-a5fa-52c348fba81c,2025-03-02,UNKNOWN,Reinscription ,False,150.0
d02ee7c9-9567-4b2a-af81-b873520ae9a6,ec2e4f95-98e1-412b-9006-3f9af5c82cf3,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2027-05-23,EN ATTENTE,Reinscription ,True,25.0
a3beedd6-2d40-4150-a59b-e712ccfa05b3,a2b11488-483f-4a0f-93be-1d87816b6228,a2434dc1-0b4e-4d31-8077-9cc933fa426e,2026-07-25,UNKNOWN,,True,150.0
ff5cd0b4-50b2-4db7-987a-f35665d2970d,4f7af98d-e74d-4289-93a8-a2f14556f2b0,dd98f8e2-14a4-4515-adbc-4f5237db22cd,2026-01-28,ANNULE,Nouvelle,,25.0
8ea05c7c-840e-4233-89ac-3058dda90c6f,d674e9c2-2c17-4773-88a3-01ede978d192,b4993e40-250f-4208-9f0f-6873b0b403ac,2024-12-13,EN ATTENTE,NOUVELLE,True,25.0
ab514179-5607-4f16-80a5-a0cc921c878e,09ddbfa6-ed4e-4ddb-a1e4-9d1c76c5e217,b4993e40-250f-4208-9f0f-6873b0b403ac,2024-12-04,UNKNOWN,,False,-20.0
2a508474-e185-4c11-a3c1-acf608bfa4d6,efd2ef26-1bde-4b38-a680-aeb374fa3e56,ac40aeeb-e2de-4e1f-bb76-1fa0a450baf3,2025-03-29,INSCRIT,NOUVELLE,True,10.0
6dc527dd-0c71-41d1-860b-7af9c20e50da,c98346e8-fc03-4356-bcff-9020f6f0954c,ac40aeeb-e2de-4e1f-bb76-1fa0a450baf3,2024-09-28,UNKNOWN,NOUVELLE,,-20.0
31ab02f7-b847-4b74-b44b-c16a0a32affe,9351d1ae-654e-43db-9068-3e1bba7715ac,60049a33-a189-4d79-b630-3a1ab9ba06ea,2025-09-02,UNKNOWN,,,25.0
2b6393ba-3fd7-444f-8f66-974df063e9d5,635cecd0-a404-4206-97b5-2d9a11c86017,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2025-10-18,EN ATTENTE,Nouvelle,True,0.0
77bcb4e6-c917-49d9-921d-4857dd0ad2e6,06b085c1-b688-465c-b701-bc881562a133,2273a1a4-dd6a-43f8-97de-67db2649ba4c,2026-01-12,INSCRIT,,True,-20.0
5139a201-b4ff-4ad9-a777-e171d3b96331,5b8c6b59-768b-40c3-bb22-a64135f07c76,960ab021-835c-40b9-8e16-21e923dbada9,2024-10-13,INSCRIT,Reinscription ,,10.0
ed0fd5e7-7e62-4cc2-8c3a-3463900c8756,2136e1dd-a26d-4d5d-969d-901331511fe8,a27d917d-8158-44ec-971f-88022da8bcfa,2025-02-17,INSCRIT,Reinscription ,False,0.0
ae13b26a-221c-4392-900d-bb14b8f4442c,75803ab0-7646-4d93-ad0b-9c65e8e660f7,ac40aeeb-e2de-4e1f-bb76-1fa0a450baf3,2025-09-20,INSCRIT,Reinscription,,25.0
ace86d2a-5e34-424a-aec1-df5dbf53687d,8f2cce82-ab03-4a74-a849-2936e646b818,dd98f8e2-14a4-4515-adbc-4f5237db22cd,2024-12-10,ANNULE,,,10.0
1f0a62d7-9fe3-4d5e-9f4e-54a9c0e5a0c7,91770215-fc34-47dc-848f-fea2d95cbe0b,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2026-05-02,ANNULE,Reinscription,True,0.0
bc1d6e9d-1772-467f-803d-59fca4c2c4db,503386c0-4456-46f7-a12b-6b7d3a99ea27,ac40aeeb-e2de-4e1f-bb76-1fa0a450baf3,2025-10-10,EN ATTENTE,Reinscription ,True,150.0
580e89b3-f65d-491e-9496-6d891aa9a573,e21c342f-f2fa-486d-9fa1-639cd080aa2c,dd98f8e2-14a4-4515-adbc-4f5237db22cd,2026-02-16,UNKNOWN,Reinscription ,,-20.0
a88beee4-6961-482d-bcb1-7d262e82d1a2,da2d62c4-d0af-4517-b23d-79da51d459d4,60049a33-a189-4d79-b630-3a1ab9ba06ea,2026-02-13,ANNULE,Reinscription,,150.0
eda0a7e8-da3d-4122-9893-7c3f06a340cd,b9487a95-9429-4c64-8b39-1122c4636ebd,ac634fc0-70f5-4dee-a5fa-52c348fba81c,2024-12-04,ANNULE,,True,150.0
7f5743b6-d2be-4d27-98ab-84e30c51d3fd,2ebcb9ea-eff9-4111-ba70-aa3e402bdac3,ac40aeeb-e2de-4e1f-bb76-1fa0a450baf3,2024-08-13,EN ATTENTE,Nouvelle,False,25.0
53622cad-97f9-48ae-9cea-736f4e8fe3fc,4e35c5e8-3f84-4625-aef9-01a35d91b889,2273a1a4-dd6a-43f8-97de-67db2649ba4c,2027-10-30,UNKNOWN,Nouvelle,False,10.0
6ca15a84-1d73-47f4-9caa-9177f1401ff9,f7f415c5-a2cd-4d02-9671-1ee1667f2d8f,2273a1a4-dd6a-43f8-97de-67db2649ba4c,2025-09-23,UNKNOWN,Reinscription ,True,10.0
63ea08b6-12f3-49f4-a607-7f41f6a61b2f,ad2a9e86-0035-4f3a-8efb-0c7ee1973c7d,a27d917d-8158-44ec-971f-88022da8bcfa,2024-08-10,UNKNOWN,NOUVELLE,True,10.0
1bc35771-8062-4777-95b9-1018a0d93b42,a5883a1a-9631-413b-bf07-605b99116cb7,ac634fc0-70f5-4dee-a5fa-52c348fba81c,2026-05-15,INSCRIT,Reinscription,True,0.0
98837f25-9244-4c07-977d-3dd19231807f,8a831722-04e8-4f1e-b265-6df4b474adb9,960ab021-835c-40b9-8e16-21e923dbada9,2024-10-20,EN ATTENTE,Reinscription,,0.0
97234fa7-a091-4dd3-bae6-103a98e9fa6c,7966324f-c96b-4ea6-ab57-8f8664634f6e,60049a33-a189-4d79-b630-3a1ab9ba06ea,2025-09-10,EN ATTENTE,Nouvelle,True,0.0
94ce861d-86f4-4d2c-a7c7-2e4643f94326,d6dbbfb5-b588-4cc9-b3ac-35049006381d,a2434dc1-0b4e-4d31-8077-9cc933fa426e,2025-10-25,EN ATTENTE,NOUVELLE,False,-20.0
cc290b98-ae13-46d1-8e80-383ae31999bf,6c48ff35-445e-47f3-8630-9d0fcdcc1fad,60049a33-a189-4d79-b630-3a1ab9ba06ea,2024-09-18,INSCRIT,Nouvelle,True,25.0
d261910d-f9a7-4c43-8b60-4be62dc7f3d4,87e7fcb9-d074-458c-94dc-74879acc4988,960ab021-835c-40b9-8e16-21e923dbada9,2024-11-10,ANNULE,Reinscription,,150.0
793343bb-9842-4645-adc5-22dc61eb6ecd,4caf45d1-e5fe-4f4c-89f8-6fbe60c48f7f,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2024-11-09,UNKNOWN,,True,0.0
f94289c6-a511-46de-82bd-723cda6c6f4e,34b2a7df-69aa-4963-b1f6-f729ae13fa62,ac40aeeb-e2de-4e1f-bb76-1fa0a450baf3,2024-12-10,EN ATTENTE,NOUVELLE,True,150.0
0cc64fa8-f577-4daf-95e8-a89eb49a165a,5bcfa186-0488-42fd-9765-ab275deb35ff,ac634fc0-70f5-4dee-a5fa-52c348fba81c,2025-02-04,INSCRIT,Reinscription,False,-20.0
8c471b16-ceb0-4423-923a-94b28c28403e,7c911260-2996-4d2e-8730-73839830480a,b4993e40-250f-4208-9f0f-6873b0b403ac,2027-07-04,EN ATTENTE,Reinscription,True,-20.0
402f8c38-eb1e-4424-98ac-da20cb998c05,fa166115-a39b-457e-b110-9fb4c801da6e,a2434dc1-0b4e-4d31-8077-9cc933fa426e,2026-05-16,INSCRIT,Nouvelle,,0.0
c312cbfa-a0f1-48f6-84d9-ab40996a9b67,c9df90f2-ab96-4001-ab59-cf69544699c4,b4993e40-250f-4208-9f0f-6873b0b403ac,2026-04-02,INSCRIT,,,25.0
cfc0d84b-f2fc-4d5d-b636-d5006c24e966,8af4bdbb-e14e-46e4-85e5-1751f4a0de35,960ab021-835c-40b9-8e16-21e923dbada9,2027-08-10,INSCRIT,Reinscription ,True,-20.0
93d3e206-0ea0-4c24-b5db-3d632b6c7035,8cdbfe64-0f6c-4da2-a015-ec7f2661b4bc,a2434dc1-0b4e-4d31-8077-9cc933fa426e,2025-09-01,ANNULE,Nouvelle,,-20.0
61acc692-49e1-4122-ae43-544889c4ab84,07b4e34f-9fe3-42d6-a70f-5c320de1dbb6,60049a33-a189-4d79-b630-3a1ab9ba06ea,2026-03-22,UNKNOWN,Nouvelle,,10.0
